PO_post_type,PO_URL,PO_number_comments,PO_numbr_likes,PO_description,PO_number_view_count,Year,Month
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/338299794_533479338938221_2272627734590431312_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=fB-7jXD8TIsAX_aPl7q&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA2OTk1NDI1MzA4MzU0NjA1NQ%3D%3D.2-ccb7-5&oh=00_AfB_4CCSZ069ZtAeBeyRzPjrcvmsUUK-QWpJkV3ZL3lEGA&oe=6455E06B&_nc_sid=6136e7,0,17,"Life would be a bore without me, right bro?",0,2023,3
1,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/291761877_2941916749444756_2828662763830808489_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=rJ_6dMsrpREAX9vgfZj&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjg3NTQxMDg1NTAxMTI4NTAzNg%3D%3D.2-ccb7-5&oh=00_AfBXJeCGju-1I7350eO0DXZKXVPVlR6pQvIrZsQLRHtG1w&oe=6455CC92&_nc_sid=6136e7,4,16,"His Naughtiness Sir Archie Beaglehound! 😃 @sujatha.sureshkumar
@sauravsahu25 @sauravsahusg #Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld_feature",0,2022,7
2,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/242521053_425483942258992_2638941365193588381_n.jpg?stp=dst-jpg_e35_s360x360&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=MEZ46t-1Q9MAX_7c8SM&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY2NzY5NTE0MjIyMDM1MjIyMA%3D%3D.2-ccb7-5&oh=00_AfAu2R2wHBRqzMDG1GQvO8bL_Y4E3N6FctpPq77SwxiP9Q&oe=6454F3D8&_nc_sid=6136e7,2,16,"I thought dogs are born retrievers, knows how to walk, how to eat etc. To my surprise that is not true. Every single thing requires a lot of training, practice and patience. Here I am teaching Archie to walk properly. He tend to jump like a rabbit when rushing, putting a lot of pressure on his shoulders and front paws.
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld #dogtraining #training",51,2021,9
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/272975281_299308282234538_7487226189537934592_n.webp?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=0pZHbohrq10AX-nYWh5&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc2MjIzMjAzMDgzNjg2NTMyMQ%3D%3D.2-ccb7-5&oh=00_AfAXMhnriwYurWw1q_B1vK08w82A5nkdK_qftOqFRXb90A&oe=6454DB85&_nc_sid=6136e7,2,16,"Dad, you are my superman, which makes me your super son!
@sauravsahu25 @sauravsahusg @sujatha.sureshkumar
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld_feature",0,2022,1
2,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/210828794_1253180755113468_5838679279627181546_n.jpg?stp=dst-jpg_e35_p360x360&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=vXUzaLgaagEAX_Ed051&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjYxMTE3OTI5MTYyMzYyMTA1NA%3D%3D.2-ccb7-5&oh=00_AfCkytyiWMqoIF3f9hmkMdfmlEGLZDn_-ixU_03qoAMsYw&oe=6456B41C&_nc_sid=6136e7,0,16,The big wag! @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld,45,2021,7
8,,0,16,"Friday is my second favorite F word. Food is my first! Its TGIF!
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",0,2021,11
8,,0,16,"Archie on his Otter hunting trip!
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",0,2021,8
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/118214623_235979274332907_3004273839127695624_n.jpg?se=8&stp=dst-jpg_e35&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=AhnNy-IlJ6AAX-3j_1B&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjM4NDc1NzM1MDQ5MjI2MDgyNg%3D%3D.2-ccb7-5&oh=00_AfDxSbqIDBsDhUuWzp78Cw7CNaTe77mQ81J0tM6qYQtsig&oe=6456B929&_nc_sid=6136e7,0,16,My first modelling attempt. #amazonsg #amazonpetssg,0,2020,8
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/118394746_703437223846702_3818239677124590020_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=v-tHNsdylqIAX-upPnR&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjM4NDc1NjYxNDgxOTUxNjQxMQ%3D%3D.2-ccb7-5&oh=00_AfBacQ-w_zAmwGsPKgUWzYAt86hz-U5kfGCOBTF46nTg3w&oe=645606C0&_nc_sid=6136e7,0,16,When mummy broke the news that British Royal Family prince has been named after me ARCHIE. #amazonsg #amazonpetssg,0,2020,8
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/242988114_1471944099849625_7260608736069246741_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=1cRkXUC-8g8AX9iDbbs&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY3MjgwOTg3NDIwNjY0NTkwMw%3D%3D.2-ccb7-5&oh=00_AfAKL0vUlOqtZZzavtCTKkbEdlxz2ExvwAPYslZ0b4t2sw&oe=6455171A&_nc_sid=6136e7,8,15,"Paws got talent - a reality show!
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld #team #party",0,2021,9
2,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/241706917_368425571672262_3645149488863341744_n.jpg?stp=dst-jpg_e35_p360x360&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=_bih15e_nOUAX8wV_hS&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY2MDQ4NjkzMDM1ODQ5NTk5NQ%3D%3D.2-ccb7-5&oh=00_AfCY322iiQIeptWptESeRv4_1zacgwY2GTTlQc-BodVquw&oe=6454D60B&_nc_sid=6136e7,7,15,"Go IKEA must take IKEA bags. Mummy! Here I come. 🤗

#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld
@ikeasingapore @ikea",38,2021,9
1,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/242700046_906116146992612_7769250778700838321_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=vE3fUE8YjCoAX8knqed&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY2OTg2OTE0OTk4NDIzMTA0MA%3D%3D.2-ccb7-5&oh=00_AfBONiT11zY6j1n5KpjxLnXMGaow1YvM5uC4YN1zzef9iw&oe=6454F304&_nc_sid=6136e7,6,15,"Up up and away!

#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld
#marvel #supermanpunch #superman",0,2021,9
1,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/242372640_164654042511964_4502973841170014449_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=WcsQwWnYkk0AX9yn341&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY2NzY5NzYxOTQ1NDYyMjUwNw%3D%3D.2-ccb7-5&oh=00_AfAE8wrojAgBysS_GtrJKSUvwglyRyzfkdQXnO6qiaE7mQ&oe=6455F5C8&_nc_sid=6136e7,4,15,"Mama... Time off pleas... 
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld
#dogtraining #training #squats",0,2021,9
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/241302501_545935693326481_4335762341118959512_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=PwSXCL-z0j4AX8eCnqe&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY1NTczMzU0NTU2NTc3NzM5Ng%3D%3D.2-ccb7-5&oh=00_AfBemjLIx6kuhStj7g9-Zb1XJMlHsyw3wpMDjIQLxzPSMg&oe=6455BE37&_nc_sid=6136e7,4,15,"Morning talks with daddy!
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",0,2021,9
2,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/238371385_199368438914774_6882406588907336338_n.jpg?stp=dst-jpg_e35_s360x360&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=VZzEy-R45MUAX9z_VOi&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY0MzAyODAwNTUzOTMxODU4OQ%3D%3D.2-ccb7-5&oh=00_AfB9mdGTYVyZNx0Grv25K4M_yq3AYLSudBkgbeKVEBoeeQ&oe=6455554B&_nc_sid=6136e7,1,15,"I am ready to play rugby 🏉
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",37,2021,8
8,,1,15,Hoomans and work.. hmmpppffff #amazonsg #amazonpetssg @sauravsahusg @sauravsahu25 @sujatha.sureshkumar,0,2020,9
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/340812823_586970580053919_5609548773170770911_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=IwPL9ZKk9doAX99QRP1&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA3OTIxNjkyOTIyMzYwMDMzOQ%3D%3D.2-ccb7-5&oh=00_AfBZhrfsCPiSnWPZjrSuAhjuKERPB8874bRH7sfJRw8g7A&oe=645639C1&_nc_sid=6136e7,0,15,Mission food - target dinning table.,0,2023,4
1,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/280287990_356723512974084_8262657645729833266_n.webp?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=Or4N4FcbeccAX9XEukc&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjgzMzQ3MzU0ODM4OTc3NTU0OA%3D%3D.2-ccb7-5&oh=00_AfAUl4hs6NFbAB42e-AA5QbqWFaXrfkCzV2bGs2401cpCw&oe=6455B9DB&_nc_sid=6136e7,0,15,Archie's interrogation started on petting other dogs during the trip.,0,2022,5
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/277969450_703504754423389_5089588720809205375_n.webp?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=cguEU_ig3uQAX-Vfax7&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjgxMjI5MDEwMjIzNzk4MTQ2OQ%3D%3D.2-ccb7-5&oh=00_AfDgSdcUU_fUZN8kpooJz-uuOiV939ZPcQ3Ea1Zw5mCCnQ&oe=6454CDAA&_nc_sid=6136e7,0,15,You will never walk alone because I'll always be with you 🥰🥰🥰,0,2022,4
8,,0,15,"I become Koala bear when it is wet out there!
@sauravsahu25 @sauravsahusg @sujatha.sureshkumar #mom #momlife #momlove #dogstagram #beaglelife",0,2022,2
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/241392355_134475105561017_5590698990438641728_n.jpg?se=7&stp=dst-jpg_e35&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Aht-VkA8h3YAX_h8UMu&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY1OTYyOTY1MTY5MDE3NzA2Nw%3D%3D.2-ccb7-5&oh=00_AfCyxA5e5HfQSzW-rxkCpfnmCpAlr9qWoOnxc0Hqeu4GVQ&oe=6455A5C5&_nc_sid=6136e7,0,15,"Some serious prayers 🙏
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",0,2021,9
8,,0,15,Mummy says I am a geekson. Planning to do phd in psychology of melting humans for food. @sujatha.sureshkumar @sauravsahu25 @sauravsahusg,0,2021,5
2,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/245883894_942318893026976_6610459653717309564_n.jpg?stp=dst-jpg_e35_p360x360&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=108&_nc_ohc=XGtyeV29QoEAX8_zDGr&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY4Njk0NTU3NDQzNjQ0MDQwOA%3D%3D.2-ccb7-5&oh=00_AfCPxs0ljXyE5NVb7TCI8iF2LNjzqjUnpHzQUswLQHQRew&oe=64556D47&_nc_sid=6136e7,1,14,"@serlinecasacanine 
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",30,2021,10
2,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/301777622_1038909500144542_5528731342716890392_n.jpg?stp=dst-jpg_e15_p360x360&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=wTe4MM5MHJAAX9MWMJ6&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjkxMzI0NDM2NjE4MjY4MjM3Nw%3D%3D.2-ccb7-5&oh=00_AfAsqNokCHO0z2OzZip47LtKZCJrY9AbgilN2Cm3FpUHPw&oe=64550DD3&_nc_sid=6136e7,1,14,"Happy days with Brownie! ❤️❤️🥰 @sujatha.sureshkumar
@sauravsahu25 @sauravsahusg #Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld_feature
#goldenpuppys #goldenpuppylove #goldenretriever",0,2022,8
1,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/272588222_1518505611866418_7929109147181080394_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=je1pN_BDDAIAX94xmX8&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc1ODA3OTkyMzc2MzkwMzI5Mw%3D%3D.2-ccb7-5&oh=00_AfDY4d0D4DnC3Gx-k0peWDJp3rE7SubFF0z0anKqdctXOg&oe=6455B570&_nc_sid=6136e7,0,14,"A beagle way of stay hungry, stay foolish! 
@sujatha.sureshkumar @sauravsahu25 @apple #apple #ipadpro
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld_feature",0,2022,1
1,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/154907992_1135633406898594_4158045071398637965_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=EW0xsj6RK9MAX_s4rVZ&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjUxODk0NjQ3MDk4MTc2NDY5OA%3D%3D.2-ccb7-5&oh=00_AfAs-uyjoY_bGhUPVye1CHYAS4p7dK4l64om-rqy33Na7A&oe=645603F7&_nc_sid=6136e7,0,14,"SOFT BEAGLE , 
WARM BEAGLE , 
LITTLE BALL OF FUR . 
HAPPY BEAGLE , 
SLEEPY BEAGLE , 
GRRR , GRRR , GRRR .
@sauravsahu25 @sauravsahusg @sujatha.sureshkumar",0,2021,2
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/148147861_3581975645254022_5906029287082345944_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=hUm5zagfojYAX8xqO45&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjUwMzg3MzA1NzA0OTIwOTA4Nw%3D%3D.2-ccb7-5&oh=00_AfDcJa5zdAT1-LYUAZYc6T7k9j71Mj4UxfWkqNP32KjNWA&oe=64551EB3&_nc_sid=6136e7,0,14,When you are mummy and daddy's boy at the same time. ♥️♥️ @sauravsahu25 @sauravsahusg @sujatha.sureshkumar,0,2021,2
8,,0,14,Sweetness overloaded. ♥️♥️@sauravsahu25 @sauravsahusg @sujatha.sureshkumar,0,2020,10
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/118383723_127313415400371_3591389182713975237_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=NaHRhb0cy14AX9d62E_&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjM4NDY5ODg4Nzc1ODEyMTA4MA%3D%3D.2-ccb7-5&oh=00_AfAB6DPbogwKKNi6s8h_TcpUULHIW1DX3Dqryj487R8BxQ&oe=6455CF5F&_nc_sid=6136e7,0,14,Mummy says carrots helps me to see  in the dark. Amazon prime groceries makes it tastier. yum num num. #amazonsg #amazonpetssg,0,2020,8
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/262244469_638487180510927_5314374467721481411_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=SeLEGVktRBIAX_ticx0&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjcxODg1MjgyMzU5NzMzMjE2OQ%3D%3D.2-ccb7-5&oh=00_AfBKfPsxhWIDqQ8FNTXJLCe70r6JQ_VYttcxqt-SLIv7Mg&oe=645657CB&_nc_sid=6136e7,5,13,"Toll charges is applicable for kitchen entry when you have a beagle at home. 
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld_feature",0,2021,12
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/243298767_2609964275816030_5520112302729378693_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=HSWMZAUQhXAAX9zSSAM&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY3MjgwOTAxNzcxMzA1MzkwMA%3D%3D.2-ccb7-5&oh=00_AfAR4P9X74hxPyV5kf6ptun9apodBsb9h3AD1IDCm9FvTA&oe=6456BA3B&_nc_sid=6136e7,5,13,"Bloopers!
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld #bloopers",0,2021,9
2,https://instagram.fsin14-2.fna.fbcdn.net/v/t51.2885-15/242763936_1730854603971000_950014612204422192_n.jpg?stp=dst-jpg_e35_s360x360&_nc_ht=instagram.fsin14-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=VMer-zJwKwIAX_CAV-a&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY2NzY5NjE4MTk3MTY3MTE2MA%3D%3D.2-ccb7-5&oh=00_AfDy6wr6nS9ObSDU6Geb0uYfaVUKus0rVXbrYbhX7asRVg&oe=6455BD74&_nc_sid=6136e7,4,13,"Squatting.
#Dog #DogsOfInstagram #Puppy #Dogs #Pet #InstaDog 
#Dogstagram #Petstagram 
#DogLover #DogOfTheDay @sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld #dogtraining #training #squats",37,2021,9
1,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-15/218083039_148348210735858_1152521535686966225_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=fO1afUZRbWYAX-RAdoA&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjYxOTg2ODAzNDI3MTk2NTkzNQ%3D%3D.2-ccb7-5&oh=00_AfA89Hp4r4R2pOHUQNfO3z4xfZr47mEaYIMNjuMCIdXf4w&oe=6455BD2A&_nc_sid=6136e7,3,13,"I love you daddy.
@sauravsahu25 @sauravsahusg @sujatha.sureshkumar @woofwooftv #beer #dog #sgdogfestival #dogoftheday  #dogsofinstagram #doglife #doggo #dogstagram  #doggy #doggystyles #beagle #beaglesofinstagram #beagleworld_feature #beaglegang #beaglelife #beaglemania #beagleworld",0,2021,7
8,,2,13,Little whale @sauravsahu25 @sauravsahusg @sujatha.sureshkumar,0,2021,1
