description,hashtag,tag_accounts,description_Emoji,description_Language,description_Translated,clean_text,Hobby,Skincare_Treatment,Work_Event,Fitness,Lifestyle_Health,Shop_Business_Advertisement,Beauty_Makeup,Travel_Celebrations,Food,Life_Happiness,dominant_topic,polarity,neg,neu,pos,compound
"Employers, the Government and consumers will all have to chip in to help increase the wages for lower-wage workers. Prime Minister Lee Hsien Loong was speaking at the National Day Rally on 29 Aug 2021. Video: PMO 
#ndrsg",#ndrsg,,,en,"Employers, the Government and consumers will all have to chip in to help increase the wages for lower-wage workers. Prime Minister Lee Hsien Loong was speaking at the National Day Rally on 29 Aug 2021. Video: PMO 
#ndrsg",employ govern consum chip help increas wage lower wage worker prime minist  hsien loong speak nation  ralli    video  ndrsg,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,8,"{'neg': 0.1, 'neu': 0.776, 'pos': 0.123, 'compound': 0.128}",0.1,0.776,0.123,0.128
"Circuit breaker may be over as we enter Phase 1, but don’t forget the little things that keep us safe. Let’s do this together, towards a new normal! ✨",,,sparkles,en,"Circuit breaker may be over as we enter Phase 1, but dont forget the little things that keep us safe. Lets do this together, towards a new normal! ",circuit breaker  enter phase  dont forget littl thing keep  safe let togeth toward  normal ,0.16,0.01,0.17,0.26,0.01,0.37,0.01,0.01,0.01,0.01,9,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.5523}",0.0,0.724,0.276,0.5523
"The COVID-19 pandemic has hit us with setbacks and unprecedented challenges. 
Read about how Singaporeans are adapting to the disruptions to their livelihoods and emerging stronger.

Visit talkofthetown.sg to read their stories.",,,,en,"The COVID-19 pandemic has hit us with setbacks and unprecedented challenges. 
Read about how Singaporeans are adapting to the disruptions to their livelihoods and emerging stronger.

Visit talkofthetown.sg to read their stories.",covid  pandem   setback unpreced challeng read singaporean adapt disrupt livelihood emerg stronger visit talkofthetown  read stori ,0.01,0.01,0.6,0.32,0.01,0.01,0.01,0.01,0.01,0.01,1,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.5267}",0.0,0.761,0.239,0.5267
"If you're aged 50 and above and want to take a second COVID-19 booster shot, here's how. For those 18 and above and medically vulnerable to severe COVID-19, you'll no longer need a doctor's referral for a second booster. More info ➡️ go.gov.sg/mtf-100622

Infographic: @moh_singapore",,@moh_singapore,right arrow,en,"If you're aged 50 and above and want to take a second COVID-19 booster shot, here's how. For those 18 and above and medically vulnerable to severe COVID-19, you'll no longer need a doctor's referral for a second booster. More info  go.gov.sg/mtf-100622

Infographic: @moh_singapore",age  want take second covid  booster shot    medic vulner sever covid  longer need doctor  referr second booster info      infograph ,0.01,0.01,0.01,0.66,0.01,0.3,0.01,0.01,0.01,0.01,3,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.0772}",0.0,0.933,0.067,0.0772
Some of your questions about when and where masks are required answered here. For more: go.gov.sg/covid19maskadvisory (link in bio),,,,en,Some of your questions about when and where masks are required answered here. For more: go.gov.sg/covid19maskadvisory (link in bio),question mask requir answer    covidmaskadvisori link  ,0.0,0.1,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
Gov.sg takes on the #danceofthenation challenge 💪 We are #StrongerTogether #NDP2022,#danceofthenation #StrongerTogether #NDP2022,,flexed biceps,en,Gov.sg takes on the #danceofthenation challenge  We are #StrongerTogether #NDP2022,  take danceofthen challeng strongertogeth ,0.01,0.01,0.64,0.01,0.01,0.25,0.01,0.01,0.01,0.01,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"#MeetTheSingaporean who overcomes her own medical condition to empower those in need. Sherry Soon pushes through the pain and physical discomfort, and plays an active role in running educational and engagement activities for people with special needs. 

Read more here: go.gov.sg/mts-sherry-soon (link in bio)

@bekindsg

(Photo by PLUS Collaboratives)",#MeetTheSingaporean,@bekindsg,,en,"#MeetTheSingaporean who overcomes her own medical condition to empower those in need. Sherry Soon pushes through the pain and physical discomfort, and plays an active role in running educational and engagement activities for people with special needs. 

Read more here: go.gov.sg/mts-sherry-soon (link in bio)

@bekindsg

(Photo by PLUS Collaboratives)", meetthesingaporean overcom medic condit empow need sherri soon push pain physic discomfort play activ role run educ engag activ peopl special need read     sherri soon link  photo plu collabor ,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,3,"{'neg': 0.169, 'neu': 0.691, 'pos': 0.141, 'compound': -0.25}",0.169,0.691,0.141,-0.25
"#ForwardSG How can individuals improve their career health and resilience? Minister of Manpower @tanseeleng, Founder and CEO of theAsianParent.com Roshni Mahtani, and Head of Seedly Yeap Ming Feng discuss this topic and more with @hossanleong in @reachsg’s Red Dot Hot Takes.

Watch episode 5 now: go.gov.sg/reddothottakes-ep5",#ForwardSG,@tanseeleng @hossanleong @reachsg,,en,"#ForwardSG How can individuals improve their career health and resilience? Minister of Manpower @tanseeleng, Founder and CEO of theAsianParent.com Roshni Mahtani, and Head of Seedly Yeap Ming Feng discuss this topic and more with @hossanleong in @reachsgs Red Dot Hot Takes.

Watch episode 5 now: go.gov.sg/reddothottakes-ep5", forwardsg individu improv career health resili minist manpow founder  theasianpar  roshni mahtani head seedli yeap ming feng discuss topic    take watch episod      reddothottak ,0.02,0.02,0.02,0.19,0.02,0.28,0.02,0.18,0.23,0.02,9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"Like many economies around the world, Singapore is seeing higher inflation lately. 📈 Why are some prices going up and how is the Government helping Singaporeans cope with cost of living pressures? Find out here 👉 go.gov.sg/risingcosts 

Infographic: Ministry of Trade & Industry",,,"chart increasing, backhand index pointing right",en,"Like many economies around the world, Singapore is seeing higher inflation lately.  Why are some prices going up and how is the Government helping Singaporeans cope with cost of living pressures? Find out here  go.gov.sg/risingcosts 

Infographic: Ministry of Trade & Industry",like mani economi around world singapor see higher inflat late price go govern help singaporean cope cost live pressur find    risingcost infograph ministri trade industri,0.01,0.01,0.01,0.48,0.01,0.48,0.01,0.01,0.01,0.01,3,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.6369}",0.0,0.816,0.184,0.6369
"Getting staff to be in the office when they could WFH puts us at risk of COVID-19 community spread. We shouldn't let up on workplace safe management measures. 

As we approach CNY, remember that lohei and CNY meals are not allowed. 

Let's stay vigilant to protect ourselves and re-open our economy safely. 

For more: go.gov.sg-safe-workplace-ig (link in Bio)",,,,en,"Getting staff to be in the office when they could WFH puts us at risk of COVID-19 community spread. We shouldn't let up on workplace safe management measures. 

As we approach CNY, remember that lohei and CNY meals are not allowed. 

Let's stay vigilant to protect ourselves and re-open our economy safely. 

For more: go.gov.sg-safe-workplace-ig (link in Bio)",get staff offic could  put  risk covid  commun spread  workplac safe manag measur approach  rememb lohei  meal allow   stay vigil protect  open economi safe    safe workplac  link  ,0.01,0.28,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,"{'neg': 0.058, 'neu': 0.579, 'pos': 0.364, 'compound': 0.8779}",0.058,0.579,0.364,0.8779
"The name “Toa Payoh” was derived from the words “Toa” (or “big” in Hokkien) and “Paya” (the Malay word for “swamp”). 🌿🌳
.
Once a notorious squatter district, Toa Payoh used to house many pig farms and (gasp!) even secret societies! 😱
.
The Toa Payoh we know today is a bustling town centre 🏣🏢 that includes a library 📚 and a swimming complex 🏊. It’s also home to Singapore’s oldest Buddhist monastery, and a 25m-tall Observation Tower in the Toa Payoh Town Park.
.
Share with us your fondest memories of Toa Payoh  and what you love about your neighbourhood 💕. We’ll be featuring one more estate in the coming weeks, so stay tuned for that! 🙌
.
#WhatMakesSG #ToaPayoh #WeareSingapore #heartlands #ilovemyhome #Singapore",#WhatMakesSG #ToaPayoh #WeareSingapore #heartlands #ilovemyhome #Singapore,,"person swimming, deciduous tree, Japanese post office, books, office building, face screaming in fear, herb, two hearts, raising hands",en,"The name Toa Payoh was derived from the words Toa (or big in Hokkien) and Paya (the Malay word for swamp). 
.
Once a notorious squatter district, Toa Payoh used to house many pig farms and (gasp!) even secret societies! 
.
The Toa Payoh we know today is a bustling town centre  that includes a library  and a swimming complex . Its also home to Singapores oldest Buddhist monastery, and a 25m-tall Observation Tower in the Toa Payoh Town Park.
.
Share with us your fondest memories of Toa Payoh  and what you love about your neighbourhood . Well be featuring one more estate in the coming weeks, so stay tuned for that! 
.
#WhatMakesSG #ToaPayoh #WeareSingapore #heartlands #ilovemyhome #Singapore",name  payoh deriv word    hokkien paya  malay word swamp notori squatter district  payoh use hous mani  farm gasp even secret societi  payoh know today bustl town centr includ librari swim complex also home singapor oldest buddhist monasteri  tall observ tower  payoh town park share  fondest memori  payoh love neighbourhood well featur  estat come week stay tune whatmakessg toapayoh wearesingapor heartland ilovemyhom singapor,0.01,0.01,0.94,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.8176}",0.0,0.874,0.126,0.8176
"Minister for Home Affairs Mr K Shanmugam delivered a Ministerial Statement on the review of the case of Parti Liyani v Public Prosecutor (2020).

Read key excerpts at: go.gov.sg/ms-plpp-2020 (link in Bio)",,,,en,"Minister for Home Affairs Mr K Shanmugam delivered a Ministerial Statement on the review of the case of Parti Liyani v Public Prosecutor (2020).

Read key excerpts at: go.gov.sg/ms-plpp-2020 (link in Bio)",minist home affair   shanmugam deliv ministeri statement review case parti liyani  public prosecutor  read  excerpt      plpp  link  ,0.0,0.0,0.2,0.68,0.0,0.0,0.0,0.01,0.0,0.11,3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"Know what’s ‘rail’-ly cool about the new Rail Corridor (North)? 🌳🌸 There are more than 52,000 trees and shrubs, including endangered species, planted along the trail.

For more: go.gov.sg/rc 

#railcorridor #greencorridor
@urasingapore @nparksbuzz",#railcorridor #greencorridor,@urasingapore @nparksbuzz,"cherry blossom, deciduous tree",en,"Know whats rail-ly cool about the new Rail Corridor (North)?  There are more than 52,000 trees and shrubs, including endangered species, planted along the trail.

For more: go.gov.sg/rc 

#railcorridor#greencorridor
@urasingapore @nparksbuzz",know what rail  cool  rail corridor north   tree shrub includ endang speci plant along trail     railcorridor greencorridor,0.01,0.01,0.01,0.7,0.01,0.01,0.01,0.01,0.01,0.25,3,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}",0.0,0.874,0.126,0.3182
"Our 2020 travel plans might have been disrupted...

...But there are still many things to do and places to explore in Singapore! 

Here are some activities worth checking out, whether you’re an adrenaline junkie, urban explorer, or you just simply love to lepak. There’s something for everyone! 

Mask up, stay safe, support our local tourism & happy holidays!",,,,en,"Our 2020 travel plans might have been disrupted...

...But there are still many things to do and places to explore in Singapore! 

Here are some activities worth checking out, whether youre an adrenaline junkie, urban explorer, or you just simply love to lepak. Theres something for everyone! 

Mask up, stay safe, support our local tourism & happy holidays!", travel plan might disrupt  still mani thing place explor singapor activ worth check  whether your adrenalin junki urban explor simpli love lepak there someth everyon mask  stay safe support local tourism happi holiday ,0.0,0.0,0.45,0.53,0.0,0.0,0.0,0.0,0.0,0.0,3,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.9246}",0.0,0.66,0.34,0.9246
"If your child is wondering what the vaccination process is like, watch this video! 👆
 
Stay tuned for more... 

💪 Register your child for COVID-19 vaccination: child.vaccine.gov.sg
(Animation by: MOJO)",,,"flexed biceps, backhand index pointing up",en,"If your child is wondering what the vaccination process is like, watch this video! 
 
Stay tuned for more... 

 Register your child for COVID-19 vaccination: child.vaccine.gov.sg
(Animation by: MOJO)",child wonder vaccin process like watch video stay tune regist child covid  vaccin child vaccin   anim  mojo ,0.0,0.04,0.52,0.0,0.14,0.18,0.12,0.0,0.0,0.0,1,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}",0.0,0.865,0.135,0.3612
"""When children are in school, parents handed off the supervisory task to the teachers who are surrogate parents in school. Now this additional task can be a burden that distracts the parents from their work,"" says Dr Daniel Fung, Chairman of the Institute of Mental Health (IMH) Medical Board.

Dr Fung shares tips on how parents can balance their work-at-home arrangements with tending to their children.",,,,en,"""When children are in school, parents handed off the supervisory task to the teachers who are surrogate parents in school. Now this additional task can be a burden that distracts the parents from their work,"" says Dr Daniel Fung, Chairman of the Institute of Mental Health (IMH) Medical Board.

Dr Fung shares tips on how parents can balance their work-at-home arrangements with tending to their children.", children school parent hand supervisori task teacher surrog parent school addit task burden distract parent work say  daniel fung chairman institut mental health  medic board  fung share tip parent balanc work  home arrang tend children ,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,"{'neg': 0.123, 'neu': 0.747, 'pos': 0.13, 'compound': 0.0772}",0.123,0.747,0.13,0.0772
Use a serving spoon when sharing dishes 🥘 Avoid sharing drinks too🥤 #thinkb4youdo #diningout,#thinkb4youdo #diningout,,"shallow pan of food, cup with straw",en,Use a serving spoon when sharing dishes  Avoid sharing drinks too #thinkb4youdo #diningout, serv spoon share dish avoid share drink thinkbyoudo diningout,0.01,0.01,0.01,0.52,0.42,0.01,0.01,0.01,0.01,0.01,3,"{'neg': 0.175, 'neu': 0.476, 'pos': 0.349, 'compound': 0.296}",0.175,0.476,0.349,0.296
"In his speech at the National Day Rally on 21 Aug 2022, Prime Minister @leehsienloong spoke about three ways Singaporeans can deal with the external dangers. 

Video: PMO 

#NDR2022 #ndrsg",#NDR2022 #ndrsg,@leehsienloong,,en,"In his speech at the National Day Rally on 21 Aug 2022, Prime Minister @leehsienloong spoke about three ways Singaporeans can deal with the external dangers. 

Video: PMO 

#NDR2022 #ndrsg",speech nation  ralli    prime minist spoke three way singaporean deal extern danger video   ndrsg,0.0,0.0,0.23,0.62,0.0,0.14,0.0,0.0,0.0,0.0,3,"{'neg': 0.207, 'neu': 0.793, 'pos': 0.0, 'compound': -0.5267}",0.207,0.793,0.0,-0.5267
"Vaccination can protect you and your loved ones from COVID-19. This is especially so for the elderly and vulnerable who are at higher risk of severe illness if they get infected. 

Here’s how you can help your loved ones understand a bit more about the COVID-19 vaccination. [Malay]

Seniors can walk in at any vaccination centre, polyclinic and selected GPs for vaccination today.

#VaccinationSG",#VaccinationSG,,,en,"Vaccination can protect you and your loved ones from COVID-19. This is especially so for the elderly and vulnerable who are at higher risk of severe illness if they get infected. 

Heres how you can help your loved ones understand a bit more about the COVID-19 vaccination. [Malay]

Seniors can walk in at any vaccination centre, polyclinic and selected GPs for vaccination today.

#VaccinationSG",vaccin protect love one covid  especi elderli vulner higher risk sever ill  infect here help love one understand  covid  vaccin malay senior walk vaccin centr polyclin select  vaccin today vaccinationsg,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,6,"{'neg': 0.115, 'neu': 0.563, 'pos': 0.322, 'compound': 0.8689}",0.115,0.563,0.322,0.8689
"Singapore has made significant progress in vaccinating its population. However, all citizens must continue to exercise civic responsibility. Everyone, including fully-vaccinated individuals, are encouraged to self-test regularly with Antigen Rapid Test (ART) kits. 

Self-paid fast and easy tests (FET) can also be conducted at 20 Quick Test Centres islandwide. 

For more info: go.gov.sg/mtf0309-testing-ig (link in bio)",,,,en,"Singapore has made significant progress in vaccinating its population. However, all citizens must continue to exercise civic responsibility. Everyone, including fully-vaccinated individuals, are encouraged to self-test regularly with Antigen Rapid Test (ART) kits. 

Self-paid fast and easy tests (FET) can also be conducted at 20 Quick Test Centres islandwide. 

For more info: go.gov.sg/mtf0309-testing-ig (link in bio)",singapor made signific progress vaccin popul howev citizen must continu exercis civic respons everyon includ fulli vaccin individu encourag self test regularli antigen rapid test  kit self paid fast easi test  also conduct  quick test centr islandwid info     test  link  ,0.0,0.07,0.0,0.69,0.0,0.22,0.0,0.0,0.0,0.0,3,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.4215}",0.0,0.933,0.067,0.4215
Wondering what the repeal of Section 377A of the Penal Code means? Watch the video to find out more or visit: go.gov.sg/s377a-201022,,,,en,Wondering what the repeal of Section 377A of the Penal Code means? Watch the video to find out more or visit: go.gov.sg/s377a-201022,wonder repeal section  penal code mean watch video find visit     ,0.11,0.01,0.01,0.01,0.01,0.83,0.01,0.01,0.01,0.01,9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"Your biggest questions about the COVID-19 vaccines asked and answered here. 

Stay tuned as infectious disease expert Dr Leong Hoe Nam fields questions from 4 influencers.

For more information on COVID-19 vaccines, visit igotmyshot.gov.sg

#covid19 #vaccinationSG #IGotMyShotSG @marklee4444 @syafiqapls @j.jaikishan @chiouhuey @sgagsg @wahbananasg @kingkong.mp",#covid19 #vaccinationSG #IGotMyShotSG,@marklee4444 @syafiqapls @j @chiouhuey @sgagsg @wahbananasg @kingkong,,en,"Your biggest questions about the COVID-19 vaccines asked and answered here. 

Stay tuned as infectious disease expert Dr Leong Hoe Nam fields questions from 4 influencers.

For more information on COVID-19 vaccines, visit igotmyshot.gov.sg

#covid19 #vaccinationSG #IGotMyShotSG @marklee4444 @syafiqapls @j.jaikishan @chiouhuey @sgagsg @wahbananasg @kingkong.mp",biggest question covid  vaccin ask answer stay tune infecti diseas expert  leong   field question  influenc inform covid  vaccin visit igotmyshot   covid vaccinationsg igotmyshotsg  jaikishan ,0.01,0.01,0.01,0.64,0.25,0.01,0.01,0.01,0.01,0.01,3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"Online shopping is so convenient but look out for scam SMSes sent by delivery companies. 🛍️ Spot the signs, don’t become the next scam victim.
For more: scamalert.sg",,,shopping bags,en,"Online shopping is so convenient but look out for scam SMSes sent by delivery companies.  Spot the signs, dont become the next scam victim.
For more: scamalert.sg",onlin shop conveni look scam smse sent deliveri compani spot sign dont becom next scam victim scamalert ,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"{'neg': 0.404, 'neu': 0.596, 'pos': 0.0, 'compound': -0.8591}",0.404,0.596,0.0,-0.8591
"Want to upgrade your skills to stay relevant in a digital world like Mr Kwok?
.
Mid-career workers like Mr Kwok can pursue their career aspirations confidently, with schemes to support his training and upskilling.
.
Find out more at go.gov.sg/togethereverystep.",,,,en,"Want to upgrade your skills to stay relevant in a digital world like Mr Kwok?
.
Mid-career workers like Mr Kwok can pursue their career aspirations confidently, with schemes to support his training and upskilling.
.
Find out more at go.gov.sg/togethereverystep.",want upgrad skill stay relev digit world like  kwok  career worker like  kwok pursu career aspir confid scheme support train upskil find    togethereverystep ,0.01,0.11,0.01,0.6,0.26,0.01,0.01,0.01,0.01,0.01,3,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.7906}",0.0,0.679,0.321,0.7906
"📢 Attention all students! Received the SMS to book your #COVID19Vaccine appointment?

Don’t wait! Book today! 📲 Over 180,000 students have already registered to get their shots! #IGotMyShotSG",#COVID19Vaccine #IGotMyShotSG,,"mobile phone with arrow, loudspeaker",en," Attention all students! Received the SMS to book your #COVID19Vaccine appointment?

Dont wait! Book today!  Over 180,000 students have already registered to get their shots! #IGotMyShotSG",attent student receiv  book covidvaccin appoint dont wait book today   student alreadi regist  shot igotmyshotsg,0.0,0.0,0.42,0.55,0.0,0.0,0.0,0.0,0.0,0.0,3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"📢 To cope with the public transport fare adjustment, the Government has made available 600,000 public transport vouchers worth $30 each. 
 
📢 Apply for your vouchers online at https://go.gov.sg/ptv (link in bio), or visit your nearest Community Centre/Club by 31 October 2022.
 
📢 If you miss the income eligibility criteria or have already received a PTV but still require assistance, please approach your nearest Community Centre/Club, who will be able to help.",,,loudspeaker,en," To cope with the public transport fare adjustment, the Government has made available 600,000 public transport vouchers worth $30 each. 
 
 Apply for your vouchers online at https://go.gov.sg/ptv (link in bio), or visit your nearest Community Centre/Club by 31 October 2022.
 
 If you miss the income eligibility criteria or have already received a PTV but still require assistance, please approach your nearest Community Centre/Club, who will be able to help.",cope public transport fare adjust govern made avail   public transport voucher worth  appli voucher onlin link  visit nearest commun centr club  octob  miss incom elig criteria alreadi receiv  still requir assist pleas approach nearest commun centr club abl help ,0.0,0.0,0.0,0.46,0.41,0.11,0.0,0.0,0.0,0.0,3,"{'neg': 0.038, 'neu': 0.853, 'pos': 0.109, 'compound': 0.4588}",0.038,0.853,0.109,0.4588
"#ForwardSG Do we have enough space for us to work, live and play? Singapore may be small but we've hear what you hope to see in the Singapore of tomorrow. 

Read more at go.gov.sg/fsgupdate",#ForwardSG,,,en,"#ForwardSG Do we have enough space for us to work, live and play? Singapore may be small but we've hear what you hope to see in the Singapore of tomorrow. 

Read more at go.gov.sg/fsgupdate", forwardsg enough space  work live play singapor  small   hear hope  singapor tomorrow read    fsgupdat,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.17,0.28,1,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.6486}",0.0,0.694,0.306,0.6486
"🤔 Was the #COVID19 vaccination scary? Was it painful? What was it like after vaccination? Some curious young kids asked their grandparents about their own vaccination experience, as they prepare to take the shot themselves! 💪 
Register your child for vaccination here: child.vaccine.gov.sg",#COVID19,,"flexed biceps, thinking face",en," Was the #COVID19 vaccination scary? Was it painful? What was it like after vaccination? Some curious young kids asked their grandparents about their own vaccination experience, as they prepare to take the shot themselves!  
Register your child for vaccination here: child.vaccine.gov.sg", covid vaccin scari pain like vaccin curiou young kid ask grandpar vaccin experi prepar take shot regist child vaccin child vaccin  ,0.02,0.02,0.46,0.23,0.02,0.02,0.02,0.2,0.02,0.02,1,"{'neg': 0.133, 'neu': 0.766, 'pos': 0.101, 'compound': -0.2023}",0.133,0.766,0.101,-0.2023
"“Beach cleanups are very tiring. But I want to do something while I still can.

I’m a team IC of SG Beach Warriors. Though I’m already 71, being part of the SG Beach Warriors team allows me to stay active and play a part in protecting the environment – a win-win situation!

I first met Faith, the organiser of SG Beach Warriors, during a hike. She introduced me to the idea of beach cleanups & its positive impact on the environment. It helps prevent wildlife like birds from getting entangled with rubbish like plastic bags, nets, and lines, etc., & even make it possible for sightings of turtles when they return to shore to lay their eggs – something that is rarely appreciated in Singapore. She helped me realise that sustainability is more than just reusing and recycling things. With the advancement of technology, the scale of sustainability has gotten much bigger.

Beach cleanups are just a small part of sustainability. It’s the mindset that matters the most. Right now, I feel that sustainability is just a buzzword for many people. People have a higher standard of living now, and they have the habit of throwing things away so that they can buy a new one. There will be no improvement if people keep throwing things away, because we’ll just be cleaning up what they have just thrown.

We may not be able to achieve much with the efforts of one person, but there is strength in numbers. When the SG Beach Warriors are out together, we attract more attention. There are even times when people would join us! The SG Green Plan is a really good initiative in my opinion. Planting more trees and fostering a mangrove ecosystem around the coastal area will be beneficial for the future of Singapore and the younger generation of Singaporeans.

I hope to one day attend a beach cleanup and realise that there is less trash to clear. And hopefully, inspire others through my actions. It’s important for us to protect the sea and marine life, and upkeep Singapore’s reputation as a beautiful garden city.”

- Seah Lang Ing, 71, retiree #SGPerspectives #SGGreenPlan",#SGPerspectives #SGGreenPlan,,,en,"Beach cleanups are very tiring. But I want to do something while I still can.

Im a team IC of SG Beach Warriors. Though Im already 71, being part of the SG Beach Warriors team allows me to stay active and play a part in protecting the environment  a win-win situation!

I first met Faith, the organiser of SG Beach Warriors, during a hike. She introduced me to the idea of beach cleanups & its positive impact on the environment. It helps prevent wildlife like birds from getting entangled with rubbish like plastic bags, nets, and lines, etc., & even make it possible for sightings of turtles when they return to shore to lay their eggs  something that is rarely appreciated in Singapore. She helped me realise that sustainability is more than just reusing and recycling things. With the advancement of technology, the scale of sustainability has gotten much bigger.

Beach cleanups are just a small part of sustainability. Its the mindset that matters the most. Right now, I feel that sustainability is just a buzzword for many people. People have a higher standard of living now, and they have the habit of throwing things away so that they can buy a new one. There will be no improvement if people keep throwing things away, because well just be cleaning up what they have just thrown.

We may not be able to achieve much with the efforts of one person, but there is strength in numbers. When the SG Beach Warriors are out together, we attract more attention. There are even times when people would join us! The SG Green Plan is a really good initiative in my opinion. Planting more trees and fostering a mangrove ecosystem around the coastal area will be beneficial for the future of Singapore and the younger generation of Singaporeans.

I hope to one day attend a beach cleanup and realise that there is less trash to clear. And hopefully, inspire others through my actions. Its important for us to protect the sea and marine life, and upkeep Singapores reputation as a beautiful garden city.

- Seah Lang Ing, 71, retiree #SGPerspectives #SGGreenPlan",beach cleanup tire want someth still   team   beach warrior though  alreadi  part  beach warrior team allow stay activ play part protect environ   situat first  faith organis  beach warrior hike introduc idea beach cleanup posit impact environ help prevent wildlif like bird get entangl rubbish like plastic bag net line  even make possibl sight turtl return shore  egg someth rare appreci singapor help realis sustain reus recycl thing advanc technolog scale sustain gotten much bigger beach cleanup small part sustain mindset matter right  feel sustain buzzword mani peopl peopl higher standard live  habit throw thing away    improv peopl keep throw thing away well clean thrown  abl achiev much effort  person strength number  beach warrior togeth attract attent even time peopl would join   green plan realli good initi opinion plant tree foster mangrov ecosystem around coastal area benefici futur singapor younger gener singaporean hope   attend beach cleanup realis less trash clear hope inspir other action import  protect  marin life upkeep singapor reput beauti garden citi seah lang   retire sgperspect sggreenpla,0.06,0.0,0.1,0.68,0.0,0.06,0.0,0.0,0.1,0.0,3,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.9913}",0.0,0.74,0.26,0.9913
"Something old, something new. Stay tuned to find out. #WeWillGetThere

@aisyaah_aziz 
@zolalfredo 
@j_o_a_n_n_a_d_o_n_g 
@shabirmusic",#WeWillGetThere,@aisyaah_aziz @zolalfredo @j_o_a_n_n_a_d_o_n_g @shabirmusic,,en,"Something old, something new. Stay tuned to find out. #WeWillGetThere

@aisyaah_aziz 
@zolalfredo 
@j_o_a_n_n_a_d_o_n_g 
@shabirmusic",someth  someth  stay tune find  wewillgetther,0.01,0.01,0.71,0.01,0.01,0.01,0.18,0.01,0.01,0.01,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
Happy Chinese New Year! Check out the calorie counter of your favourite CNY snacks and what you can do to burn off those calories. For more tips: go.gov.sg/health-cny,,,,en,Happy Chinese New Year! Check out the calorie counter of your favourite CNY snacks and what you can do to burn off those calories. For more tips: go.gov.sg/health-cny,happi chines  year check calori counter favourit  snack burn calori tip    health ,0.01,0.01,0.01,0.46,0.01,0.42,0.01,0.01,0.01,0.07,3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"It’s something that Mohd Nasir Ja’apar (Jay) can attest to.

The senior quality engineer adapted to the current situation and broadened his horizons after being laid off in April this year. 

Read his story at go.gov.sg/govsg-pe",,,,en,"Its something that Mohd Nasir Jaapar (Jay) can attest to.

The senior quality engineer adapted to the current situation and broadened his horizons after being laid off in April this year. 

Read his story at go.gov.sg/govsg-pe",someth mohd nasir jaapar  attest  senior qualiti engin adapt current situat broaden horizon laid april year read stori    govsg ,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
